Age,Gender,Education Level,Job Title,Years of Experience,Salary
22,Female,PhD,Data Analyst,22,174390
34,Female,Bachelor's,Software Engineer,2,44755
41,Female,Bachelor's,Sales Associate,7,74593
52,Female,PhD,Senior Manager,24,193267
50,Male,Bachelor's,Software Engineer,6,72866
47,Female,PhD,Data Analyst,3,50567
54,Male,PhD,Sales Associate,21,182397
30,Male,Bachelor's,Software Engineer,3,50677
39,Male,Bachelor's,Data Analyst,2,43336
43,Male,Master's,Data Analyst,8,93744
59,Male,Bachelor's,Data Analyst,16,149955
59,Female,Master's,Sales Associate,18,153994
41,Female,Master's,Software Engineer,22,174892
27,Female,Bachelor's,Data Analyst,14,119699
56,Female,PhD,Sales Associate,10,101052
23,Male,Bachelor's,Data Analyst,9,107626
39,Male,Master's,Director,21,176622
41,Male,Bachelor's,Data Analyst,18,152157
28,Male,Master's,Sales Associate,23,181435
36,Female,Bachelor's,Sales Associate,24,186505
48,Female,PhD,Data Analyst,8,86306
49,Male,PhD,Data Analyst,13,116804
52,Female,Master's,Senior Manager,16,143080
44,Female,PhD,Director,4,59678
33,Male,PhD,Software Engineer,1,46224
22,Male,Master's,Data Analyst,22,179630
45,Female,Master's,Sales Associate,13,130519
43,Female,Bachelor's,Data Analyst,14,135081
46,Female,PhD,Director,14,129843
57,Female,Bachelor's,Software Engineer,19,163292
31,Male,Bachelor's,Data Analyst,4,57268
49,Male,PhD,Senior Manager,15,132540
30,Female,Master's,Sales Associate,12,117294
52,Female,Master's,Software Engineer,22,180214
23,Male,Master's,Director,13,131218
32,Female,PhD,Senior Manager,24,183711
32,Female,PhD,Director,9,87548
54,Female,Bachelor's,Senior Manager,24,195088
43,Male,PhD,Senior Manager,22,166180
38,Male,PhD,Software Engineer,15,138276
31,Female,Master's,Software Engineer,9,99263
34,Female,Master's,Senior Manager,9,96684
49,Female,Bachelor's,Senior Manager,19,161728
54,Male,Bachelor's,Data Analyst,15,127689
25,Male,Master's,Senior Manager,10,99116
23,Female,Bachelor's,Director,16,142998
43,Male,PhD,Data Analyst,18,160015
54,Male,Bachelor's,Sales Associate,1,30526
23,Female,PhD,Sales Associate,2,43200
44,Female,Bachelor's,Senior Manager,2,47349
53,Male,PhD,Sales Associate,6,76167
26,Female,PhD,Data Analyst,11,107682
36,Male,Bachelor's,Senior Manager,20,169767
26,Female,PhD,Sales Associate,9,92931
23,Male,Master's,Data Analyst,0,21927
41,Female,Bachelor's,Senior Manager,12,121176
47,Female,Master's,Software Engineer,25,183489
57,Male,Master's,Software Engineer,9,88655
34,Female,Bachelor's,Data Analyst,24,191092
32,Female,Bachelor's,Director,3,44352
46,Female,Master's,Software Engineer,4,61705
58,Male,PhD,Senior Manager,18,162454
29,Female,PhD,Senior Manager,13,111896
27,Male,PhD,Sales Associate,19,162963
54,Male,Bachelor's,Data Analyst,22,168137
27,Female,PhD,Senior Manager,6,74520
39,Male,PhD,Sales Associate,17,145666
52,Female,Bachelor's,Director,15,129864
36,Female,PhD,Sales Associate,22,182654
47,Female,PhD,Data Analyst,11,109204
52,Male,Bachelor's,Director,1,44857
43,Female,PhD,Sales Associate,14,127888
30,Male,PhD,Software Engineer,24,195272
31,Female,Bachelor's,Data Analyst,0,33022
59,Female,Master's,Sales Associate,6,67317
53,Male,Master's,Sales Associate,8,82385
34,Female,Master's,Director,19,156535
29,Female,PhD,Senior Manager,8,90327
33,Female,PhD,Senior Manager,6,74863
53,Female,Bachelor's,Sales Associate,16,151376
45,Male,Bachelor's,Sales Associate,1,32201
48,Male,PhD,Senior Manager,4,63292
47,Female,PhD,Sales Associate,10,105039
54,Female,PhD,Data Analyst,9,90888
60,Female,PhD,Data Analyst,9,97034
46,Male,PhD,Sales Associate,3,47432
45,Male,Bachelor's,Software Engineer,9,96404
26,Male,PhD,Data Analyst,20,167461
57,Female,Bachelor's,Software Engineer,10,101872
24,Male,Master's,Senior Manager,15,135861
48,Female,PhD,Senior Manager,4,62448
50,Female,Master's,Sales Associate,2,47027
35,Male,Bachelor's,Director,22,177112
26,Female,PhD,Director,8,89430
38,Female,Master's,Software Engineer,9,87926
31,Male,Bachelor's,Senior Manager,22,175823
45,Male,Bachelor's,Senior Manager,18,149272
23,Female,Bachelor's,Software Engineer,19,161789
24,Female,PhD,Software Engineer,17,152829
44,Female,PhD,Data Analyst,3,53646
27,Male,Bachelor's,Software Engineer,24,195599
36,Female,Bachelor's,Software Engineer,23,185980
55,Male,Master's,Sales Associate,6,72982
23,Female,Master's,Sales Associate,20,160134
28,Female,Master's,Data Analyst,10,106470
56,Female,PhD,Director,17,144767
36,Female,Master's,Data Analyst,4,58706
36,Male,PhD,Data Analyst,13,125446
43,Female,Bachelor's,Sales Associate,3,47987
39,Female,PhD,Sales Associate,13,121681
51,Male,Master's,Senior Manager,6,74794
33,Male,PhD,Sales Associate,11,110674
28,Male,PhD,Software Engineer,17,145792
43,Male,Bachelor's,Sales Associate,22,174690
40,Male,Bachelor's,Software Engineer,4,64756
36,Female,PhD,Senior Manager,22,172864
36,Male,Master's,Data Analyst,10,110972
57,Male,PhD,Software Engineer,21,173511
52,Female,Master's,Director,13,118396
30,Male,Bachelor's,Sales Associate,22,168443
39,Male,Bachelor's,Data Analyst,17,140231
51,Male,Bachelor's,Director,13,122049
42,Male,Bachelor's,Software Engineer,8,84843
57,Male,Bachelor's,Data Analyst,24,184538
49,Female,PhD,Senior Manager,20,160770
27,Male,Bachelor's,Software Engineer,10,95949
37,Male,Bachelor's,Senior Manager,4,57861
55,Female,Master's,Data Analyst,19,167754
37,Female,Master's,Data Analyst,25,191373
41,Male,PhD,Sales Associate,7,93585
53,Female,PhD,Senior Manager,23,184917
23,Male,PhD,Software Engineer,3,55639
25,Male,PhD,Software Engineer,24,194793
32,Male,Master's,Software Engineer,19,151872
51,Female,Master's,Director,9,90119
32,Female,Master's,Senior Manager,8,84307
38,Male,Master's,Software Engineer,16,148786
35,Female,Master's,Software Engineer,15,134838
52,Male,PhD,Senior Manager,23,184803
45,Female,Bachelor's,Software Engineer,19,166454
30,Male,Master's,Data Analyst,14,130681
56,Female,Bachelor's,Software Engineer,23,193293
22,Female,Bachelor's,Data Analyst,15,127568
38,Female,PhD,Director,21,171472
52,Female,Master's,Data Analyst,21,171165
39,Female,Master's,Senior Manager,23,180266
33,Female,Master's,Sales Associate,2,43141
57,Female,Master's,Senior Manager,15,136867
47,Male,Master's,Director,12,105347
43,Male,Bachelor's,Data Analyst,12,121278
57,Male,PhD,Senior Manager,11,109441
57,Female,Master's,Senior Manager,21,172758
35,Male,PhD,Data Analyst,8,83575
35,Female,Master's,Data Analyst,12,117317
33,Female,Bachelor's,Software Engineer,5,62009
33,Female,Bachelor's,Software Engineer,6,75791
27,Male,Master's,Sales Associate,17,148668
46,Male,Bachelor's,Director,3,52230
33,Female,Bachelor's,Senior Manager,5,59977
39,Male,Bachelor's,Director,13,123900
40,Male,Master's,Director,1,36044
47,Female,Master's,Director,3,55882
53,Male,Bachelor's,Senior Manager,22,175344
59,Male,PhD,Software Engineer,21,172577
39,Male,Master's,Director,9,91963
54,Male,PhD,Data Analyst,9,86329
42,Female,Bachelor's,Software Engineer,23,191302
58,Female,PhD,Software Engineer,1,38737
51,Female,PhD,Software Engineer,15,140670
48,Male,Master's,Director,15,137870
38,Male,Bachelor's,Sales Associate,20,159263
34,Male,Bachelor's,Data Analyst,24,179179
53,Female,PhD,Data Analyst,9,96340
44,Female,PhD,Software Engineer,11,105605
25,Female,PhD,Software Engineer,17,145634
39,Female,Bachelor's,Sales Associate,24,190071
28,Male,Master's,Senior Manager,22,181754
23,Male,Master's,Sales Associate,17,144247
60,Female,PhD,Director,21,179092
43,Male,Master's,Senior Manager,2,40878
53,Female,PhD,Sales Associate,9,97210
39,Male,Master's,Sales Associate,0,33804
46,Female,PhD,Software Engineer,4,60536
60,Female,PhD,Software Engineer,16,147905
47,Female,Bachelor's,Sales Associate,22,175915
28,Female,Bachelor's,Director,16,146560
52,Male,Bachelor's,Sales Associate,17,140134
57,Female,PhD,Data Analyst,3,45804
34,Female,Bachelor's,Data Analyst,17,150356
30,Male,PhD,Sales Associate,11,120583
32,Male,PhD,Senior Manager,16,146918
28,Female,Bachelor's,Data Analyst,8,93341
30,Female,Bachelor's,Senior Manager,15,135831
48,Female,Master's,Senior Manager,11,105810
36,Female,PhD,Director,14,117614
56,Male,PhD,Sales Associate,4,52430
36,Female,Master's,Director,10,98783
57,Male,Master's,Director,9,93301
27,Male,PhD,Director,18,149972
23,Male,Master's,Sales Associate,18,161163
52,Male,PhD,Senior Manager,23,179707
51,Female,Master's,Senior Manager,16,134469
49,Female,Bachelor's,Senior Manager,8,101895
38,Female,Master's,Software Engineer,20,169652
30,Female,Bachelor's,Data Analyst,12,114468
31,Male,Master's,Director,5,61018
52,Female,Master's,Senior Manager,19,152627
58,Male,Bachelor's,Sales Associate,3,46318
58,Male,PhD,Director,4,58443
36,Female,PhD,Data Analyst,19,163478
47,Male,Master's,Director,19,169531
34,Male,Bachelor's,Sales Associate,20,171672
54,Female,PhD,Software Engineer,7,89861
45,Female,Bachelor's,Software Engineer,22,176244
55,Female,Bachelor's,Senior Manager,18,158478
50,Female,Bachelor's,Software Engineer,21,174018
31,Male,Bachelor's,Software Engineer,18,153466
23,Male,Bachelor's,Senior Manager,14,138757
59,Male,PhD,Software Engineer,3,52715
39,Female,Master's,Data Analyst,18,154645
32,Male,Bachelor's,Software Engineer,17,146590
53,Female,Bachelor's,Software Engineer,8,93634
29,Male,Master's,Software Engineer,18,151089
41,Female,PhD,Software Engineer,14,120911
38,Male,Bachelor's,Senior Manager,14,118166
27,Female,PhD,Software Engineer,9,96489
48,Male,Bachelor's,Sales Associate,3,52547
56,Male,Bachelor's,Software Engineer,5,63350
57,Male,Bachelor's,Software Engineer,19,162345
43,Female,PhD,Director,7,85140
23,Male,Master's,Director,0,31293
37,Female,Bachelor's,Sales Associate,25,192365
43,Male,Bachelor's,Sales Associate,5,72480
59,Male,PhD,Senior Manager,16,150134
39,Male,Bachelor's,Senior Manager,23,190899
35,Male,Bachelor's,Software Engineer,15,139444
57,Female,Bachelor's,Software Engineer,20,159405
39,Male,Master's,Director,24,200142
58,Female,PhD,Data Analyst,22,177223
34,Female,Master's,Director,14,126958
50,Male,Master's,Software Engineer,9,101088
54,Female,Bachelor's,Sales Associate,12,115486
56,Female,Master's,Senior Manager,21,159176
33,Female,PhD,Data Analyst,21,180553
59,Female,Bachelor's,Software Engineer,21,171083
50,Female,Bachelor's,Software Engineer,15,134810
28,Female,Master's,Sales Associate,12,115806
51,Female,Bachelor's,Senior Manager,8,85342
54,Female,Master's,Sales Associate,0,29352
29,Male,Bachelor's,Data Analyst,19,166150
28,Male,PhD,Data Analyst,7,83210
27,Male,Bachelor's,Senior Manager,8,84993
41,Male,Master's,Senior Manager,21,166707
49,Female,Bachelor's,Software Engineer,1,36159
36,Male,PhD,Software Engineer,23,181596
24,Female,Bachelor's,Software Engineer,0,24002
36,Male,PhD,Director,23,183001
49,Female,Bachelor's,Director,11,118611
26,Female,Bachelor's,Software Engineer,3,50364
43,Female,PhD,Sales Associate,17,146306
45,Male,Master's,Data Analyst,22,181630
47,Male,PhD,Data Analyst,11,111224
35,Male,Master's,Director,17,147083
57,Female,Bachelor's,Software Engineer,24,193119
60,Male,Master's,Software Engineer,6,62673
54,Female,Master's,Senior Manager,21,170384
26,Female,PhD,Sales Associate,7,87122
32,Male,Master's,Sales Associate,11,109950
30,Male,Bachelor's,Senior Manager,7,81942
24,Female,Bachelor's,Sales Associate,11,104152
56,Female,Bachelor's,Director,0,30469
29,Male,Bachelor's,Sales Associate,8,90371
36,Female,Master's,Senior Manager,11,115145
36,Male,Master's,Software Engineer,16,141065
52,Female,Master's,Data Analyst,16,143492
39,Male,Bachelor's,Director,15,132293
36,Male,Master's,Sales Associate,7,86622
32,Male,Master's,Sales Associate,24,186057
42,Male,PhD,Senior Manager,10,98553
26,Female,Bachelor's,Data Analyst,5,69145
45,Male,Bachelor's,Data Analyst,14,128199
53,Female,Bachelor's,Data Analyst,19,152148
57,Male,Bachelor's,Senior Manager,0,29538
46,Female,Master's,Data Analyst,7,74517
53,Male,Master's,Data Analyst,21,170523
31,Female,Bachelor's,Director,13,132713
42,Female,PhD,Sales Associate,10,107554
33,Female,Master's,Senior Manager,23,180723
60,Male,PhD,Senior Manager,2,45705
36,Male,Bachelor's,Software Engineer,15,141271
30,Female,Bachelor's,Data Analyst,9,86398
51,Male,Bachelor's,Sales Associate,2,43647
39,Male,Bachelor's,Data Analyst,5,68729
27,Male,PhD,Software Engineer,16,140124
52,Female,PhD,Senior Manager,1,30039
40,Male,Master's,Data Analyst,15,134818
52,Male,Bachelor's,Senior Manager,24,196101
51,Female,PhD,Senior Manager,20,164321
44,Male,Bachelor's,Software Engineer,9,97797
49,Male,Bachelor's,Senior Manager,3,54765
55,Female,Bachelor's,Data Analyst,12,115109
39,Male,PhD,Software Engineer,10,108436
58,Male,PhD,Data Analyst,24,191235
29,Female,Master's,Director,25,194492
59,Male,Master's,Senior Manager,10,107601
31,Male,PhD,Data Analyst,4,52008
41,Male,Master's,Data Analyst,23,187992
40,Male,Master's,Sales Associate,20,164581
24,Female,Master's,Senior Manager,13,119459
29,Male,Bachelor's,Senior Manager,9,89986
54,Male,Master's,Data Analyst,11,105708
32,Male,PhD,Sales Associate,23,183756
22,Male,Bachelor's,Senior Manager,5,69007
53,Female,Master's,Data Analyst,20,164151
58,Female,Master's,Software Engineer,0,34311
42,Male,PhD,Sales Associate,23,183492
45,Female,Bachelor's,Director,13,112828
26,Female,PhD,Data Analyst,6,69127
58,Male,Master's,Data Analyst,0,31621
30,Female,Master's,Data Analyst,14,124426
43,Male,Bachelor's,Software Engineer,6,68181
59,Male,PhD,Senior Manager,16,137868
39,Male,PhD,Director,7,77900
26,Male,Bachelor's,Data Analyst,2,53742
30,Male,Master's,Data Analyst,13,121349
25,Female,Bachelor's,Data Analyst,14,136277
37,Male,Master's,Data Analyst,11,111245
44,Male,Master's,Sales Associate,11,114034
39,Male,Bachelor's,Senior Manager,15,138899
35,Male,Master's,Senior Manager,13,117354
28,Male,Master's,Director,3,48642
49,Female,Master's,Data Analyst,5,68567
59,Female,Master's,Sales Associate,4,55881
35,Male,Bachelor's,Sales Associate,17,153553
42,Female,PhD,Data Analyst,13,120249
28,Female,Master's,Data Analyst,11,107066
25,Male,Master's,Director,20,173825
28,Female,Master's,Director,8,86521
26,Female,Bachelor's,Data Analyst,14,135280
45,Female,Bachelor's,Sales Associate,2,44359
47,Female,Bachelor's,Sales Associate,19,154797
60,Male,Bachelor's,Software Engineer,17,157053
60,Male,PhD,Senior Manager,20,173694
39,Female,Master's,Director,22,172748
31,Male,Master's,Software Engineer,19,164691
41,Male,Master's,Senior Manager,21,171668
56,Male,PhD,Data Analyst,9,92339
48,Male,PhD,Director,9,82297
46,Male,Bachelor's,Software Engineer,24,186043
48,Male,Master's,Software Engineer,23,179362
28,Female,Master's,Data Analyst,14,127159
36,Male,Bachelor's,Director,9,91639
29,Female,Master's,Senior Manager,22,172162
58,Male,PhD,Software Engineer,8,84343
29,Female,Master's,Software Engineer,4,63408
29,Male,Master's,Software Engineer,16,141566
56,Male,Bachelor's,Software Engineer,1,38450
58,Male,Bachelor's,Software Engineer,9,100437
49,Male,Master's,Director,20,164687
60,Male,Master's,Director,7,85762
24,Female,PhD,Director,23,186386
49,Male,PhD,Senior Manager,24,185574
29,Male,Master's,Director,20,168679
36,Female,Master's,Software Engineer,25,202616
33,Female,PhD,Software Engineer,13,118453
55,Female,Bachelor's,Software Engineer,14,128655
26,Female,PhD,Director,21,174750
34,Male,Master's,Software Engineer,12,111097
51,Female,PhD,Senior Manager,10,102299
50,Female,PhD,Data Analyst,15,143836
43,Male,Master's,Director,16,142870
53,Male,PhD,Data Analyst,19,164747
25,Female,Master's,Data Analyst,17,142063
22,Male,PhD,Senior Manager,19,165757
26,Female,Bachelor's,Sales Associate,17,158863
53,Female,Bachelor's,Data Analyst,12,107315
41,Male,Master's,Senior Manager,3,61367
37,Male,Master's,Software Engineer,20,164006
31,Female,Bachelor's,Data Analyst,1,31904
27,Female,PhD,Data Analyst,25,189513
44,Female,Master's,Senior Manager,21,165699
46,Male,Master's,Software Engineer,17,150990
24,Female,Master's,Sales Associate,24,188871
25,Male,PhD,Sales Associate,15,128279
50,Male,Master's,Director,1,43227
39,Female,Bachelor's,Software Engineer,14,130473
34,Female,Master's,Senior Manager,7,78037
40,Male,Master's,Sales Associate,9,102947
29,Female,Master's,Sales Associate,11,115919
23,Female,Master's,Software Engineer,19,165813
35,Male,Bachelor's,Sales Associate,13,110772
34,Female,Master's,Data Analyst,12,116421
37,Female,Master's,Senior Manager,8,88642
41,Male,PhD,Director,13,122954
52,Male,PhD,Senior Manager,6,72751
56,Female,Master's,Software Engineer,7,67177
29,Female,Bachelor's,Director,19,149870
37,Female,PhD,Senior Manager,9,96573
23,Male,PhD,Data Analyst,1,36137
47,Male,Master's,Director,9,88348
35,Male,Master's,Software Engineer,16,139708
38,Male,Master's,Data Analyst,20,174265
25,Female,Master's,Data Analyst,24,198790
54,Male,Master's,Software Engineer,19,163350
50,Male,Bachelor's,Data Analyst,11,107111
28,Male,Master's,Director,7,93394
22,Male,Bachelor's,Senior Manager,3,48984
26,Male,Bachelor's,Data Analyst,16,134416
41,Female,PhD,Software Engineer,13,124951
53,Female,Master's,Data Analyst,17,152243
49,Female,Bachelor's,Data Analyst,6,74731
46,Female,Master's,Sales Associate,8,90858
52,Male,Bachelor's,Sales Associate,7,77231
41,Female,Bachelor's,Software Engineer,20,167222
47,Male,PhD,Data Analyst,4,54174
54,Male,PhD,Director,15,138495
43,Female,Master's,Director,1,44138
45,Female,Bachelor's,Senior Manager,14,129803
46,Male,PhD,Data Analyst,2,36854
57,Female,Master's,Software Engineer,4,62167
39,Male,Bachelor's,Sales Associate,3,48715
25,Male,Bachelor's,Data Analyst,9,91255
55,Male,Bachelor's,Software Engineer,9,90996
24,Male,Master's,Director,21,164994
24,Female,Master's,Data Analyst,6,72583
29,Female,PhD,Data Analyst,2,44044
25,Female,Bachelor's,Data Analyst,15,143003
42,Male,Master's,Director,17,152276
55,Male,Master's,Software Engineer,7,91965
31,Male,PhD,Director,15,143910
24,Female,Bachelor's,Director,19,156724
32,Female,Bachelor's,Director,9,90278
33,Male,Master's,Data Analyst,13,117299
55,Female,Bachelor's,Sales Associate,4,51488
47,Female,Bachelor's,Senior Manager,1,28924
28,Female,PhD,Data Analyst,25,201728
33,Female,PhD,Senior Manager,7,92362
46,Male,PhD,Senior Manager,7,82400
24,Male,PhD,Software Engineer,24,189272
48,Female,Master's,Data Analyst,18,148277
55,Female,PhD,Senior Manager,15,130386
55,Female,Bachelor's,Software Engineer,17,151982
24,Male,Bachelor's,Senior Manager,18,149353
53,Male,Master's,Data Analyst,19,166825
41,Female,Bachelor's,Senior Manager,2,50030
41,Male,PhD,Data Analyst,10,100750
44,Female,Bachelor's,Sales Associate,7,83192
38,Female,Master's,Sales Associate,2,39988
49,Male,Master's,Data Analyst,10,102863
34,Female,PhD,Software Engineer,15,134790
50,Female,Master's,Software Engineer,4,59027
57,Female,PhD,Senior Manager,8,79599
27,Male,PhD,Sales Associate,16,144854
39,Male,PhD,Senior Manager,14,135431
23,Male,Master's,Data Analyst,22,183831
39,Male,PhD,Senior Manager,20,159605
39,Male,Bachelor's,Director,24,183930
50,Male,PhD,Senior Manager,15,127952
35,Male,PhD,Director,17,146587
56,Female,Master's,Software Engineer,22,183761
37,Female,Bachelor's,Senior Manager,21,168010
43,Female,Bachelor's,Data Analyst,18,155471
32,Male,Master's,Sales Associate,13,128043
28,Female,PhD,Sales Associate,7,81295
47,Male,Master's,Software Engineer,22,176398
38,Male,Bachelor's,Data Analyst,19,150706
45,Female,PhD,Director,21,171468
45,Male,Master's,Director,4,57312
41,Female,Master's,Senior Manager,8,86461
33,Male,PhD,Sales Associate,11,105919
29,Female,PhD,Director,21,166606
29,Male,PhD,Data Analyst,22,189954
42,Female,Bachelor's,Director,7,80052
33,Female,Bachelor's,Senior Manager,17,153522
43,Male,Bachelor's,Software Engineer,2,42952
52,Male,Master's,Director,10,102258
41,Male,Master's,Sales Associate,12,115742
40,Male,Master's,Software Engineer,19,167508
58,Male,Master's,Senior Manager,22,177672
36,Female,Master's,Sales Associate,8,93481
23,Male,PhD,Data Analyst,13,125738
56,Male,Bachelor's,Data Analyst,16,139693
31,Male,Master's,Data Analyst,8,85390
45,Male,Master's,Director,25,195678
58,Female,Master's,Senior Manager,22,187207
50,Male,PhD,Data Analyst,7,77190
54,Male,Master's,Data Analyst,13,118280
38,Male,Master's,Senior Manager,6,72238
39,Female,Bachelor's,Director,13,122594
24,Male,PhD,Sales Associate,17,148610
47,Female,Bachelor's,Data Analyst,2,56787
50,Male,Master's,Sales Associate,22,176093
42,Female,PhD,Senior Manager,15,127431
54,Male,Bachelor's,Director,25,201335
26,Female,PhD,Sales Associate,1,27191
25,Female,Bachelor's,Data Analyst,21,171271
27,Female,PhD,Data Analyst,20,162140
55,Male,PhD,Software Engineer,3,49718
29,Female,Bachelor's,Director,8,84591
25,Female,PhD,Director,22,182842
52,Female,PhD,Senior Manager,13,127642
49,Female,PhD,Software Engineer,10,105418
28,Male,PhD,Sales Associate,23,189863
51,Female,Bachelor's,Senior Manager,2,42204
33,Female,Master's,Software Engineer,12,113601
23,Female,PhD,Sales Associate,16,140971
23,Male,Bachelor's,Software Engineer,15,139835
27,Female,Master's,Sales Associate,7,79315
53,Male,Bachelor's,Data Analyst,14,122422
37,Female,Master's,Director,18,159830
36,Male,PhD,Senior Manager,15,129061
52,Female,Bachelor's,Director,17,141598
47,Male,PhD,Director,6,70239
56,Female,Master's,Sales Associate,21,177784
23,Female,PhD,Sales Associate,11,119155
28,Female,PhD,Sales Associate,25,192880
54,Male,Master's,Sales Associate,1,36337
58,Female,PhD,Senior Manager,10,94333
33,Male,Master's,Senior Manager,5,65466
23,Male,PhD,Senior Manager,14,130831
22,Female,PhD,Software Engineer,6,68093
23,Female,PhD,Senior Manager,18,157472
47,Female,PhD,Director,22,179114
32,Female,Master's,Director,5,64136
36,Male,PhD,Data Analyst,4,62692
36,Male,Bachelor's,Senior Manager,22,172200
31,Male,Master's,Director,9,99766
29,Female,Bachelor's,Senior Manager,11,117136
42,Male,PhD,Software Engineer,6,72897
25,Female,Master's,Senior Manager,11,111279
39,Male,Bachelor's,Data Analyst,6,76499
38,Male,Bachelor's,Director,17,150999
33,Female,PhD,Software Engineer,12,117597
25,Male,PhD,Software Engineer,20,167548
47,Male,Master's,Sales Associate,8,89101
45,Female,Bachelor's,Data Analyst,13,113426
50,Female,Master's,Data Analyst,6,75053
42,Female,Master's,Sales Associate,23,182452
41,Male,Master's,Director,13,120570
31,Female,Bachelor's,Software Engineer,4,66648
37,Female,Master's,Director,7,77435
42,Female,Bachelor's,Senior Manager,2,41531
25,Female,Master's,Director,1,33511
49,Male,Master's,Software Engineer,13,122569
57,Male,PhD,Senior Manager,8,87032
59,Female,Bachelor's,Data Analyst,24,191271
53,Male,Master's,Sales Associate,4,60982
53,Female,Master's,Senior Manager,20,162955
28,Male,PhD,Software Engineer,8,88732
34,Female,Master's,Director,6,68710
51,Male,Bachelor's,Sales Associate,24,195512
23,Female,Master's,Director,20,158298
25,Male,PhD,Software Engineer,16,138293
46,Female,Master's,Data Analyst,17,152110
39,Female,PhD,Senior Manager,25,192666
48,Male,Bachelor's,Sales Associate,15,127863
32,Female,PhD,Software Engineer,3,57500
25,Female,Master's,Software Engineer,2,40644
54,Female,Bachelor's,Data Analyst,17,140562
52,Male,Bachelor's,Data Analyst,16,149203
40,Male,PhD,Senior Manager,19,157451
55,Female,PhD,Data Analyst,3,54429
30,Female,Bachelor's,Director,24,185969
36,Female,PhD,Data Analyst,14,132302
31,Female,Bachelor's,Data Analyst,16,144159
25,Male,Bachelor's,Senior Manager,1,34768
47,Male,Master's,Software Engineer,24,186916
44,Female,Master's,Director,14,127883
39,Male,Master's,Senior Manager,14,131837
55,Female,Master's,Data Analyst,24,186404
41,Female,PhD,Software Engineer,23,181001
39,Female,Master's,Data Analyst,6,66403
48,Male,Master's,Data Analyst,23,188635
23,Male,Master's,Software Engineer,18,161059
33,Female,Bachelor's,Data Analyst,0,36366
54,Male,PhD,Director,6,72153
27,Female,Bachelor's,Sales Associate,10,113627
53,Male,Master's,Software Engineer,15,138275
46,Female,Bachelor's,Sales Associate,18,151939
52,Male,Bachelor's,Senior Manager,5,68553
25,Female,PhD,Director,21,175787
49,Female,Bachelor's,Sales Associate,21,169958
52,Female,Master's,Sales Associate,16,134555
23,Male,Master's,Sales Associate,23,185428
50,Male,PhD,Director,20,169576
41,Female,PhD,Software Engineer,6,66454
22,Male,Bachelor's,Software Engineer,20,163581
47,Male,Master's,Software Engineer,24,193800
31,Female,Master's,Director,3,55195
59,Female,Master's,Sales Associate,24,184565
59,Female,Bachelor's,Data Analyst,1,20000
22,Female,Bachelor's,Director,13,112113
27,Male,Bachelor's,Director,19,170989
42,Female,Master's,Software Engineer,20,162452
46,Male,PhD,Senior Manager,18,155996
46,Female,PhD,Data Analyst,13,136604
49,Female,PhD,Data Analyst,16,139445
29,Male,Master's,Director,17,156393
33,Male,PhD,Data Analyst,12,117472
42,Male,Master's,Software Engineer,15,139734
27,Female,Bachelor's,Director,21,176361
53,Male,Master's,Senior Manager,8,77258
52,Female,Bachelor's,Data Analyst,13,118896
48,Female,Bachelor's,Sales Associate,0,24830
35,Male,Bachelor's,Data Analyst,17,151103
44,Female,Master's,Data Analyst,5,62476
22,Female,Bachelor's,Data Analyst,12,117759
45,Male,Master's,Data Analyst,5,71228
24,Female,Bachelor's,Software Engineer,1,41007
30,Female,PhD,Software Engineer,12,119581
35,Female,PhD,Director,11,106514
47,Female,PhD,Software Engineer,11,107936
31,Female,Master's,Software Engineer,5,59575
27,Male,Bachelor's,Senior Manager,24,185534
41,Female,Master's,Software Engineer,0,23505
51,Female,PhD,Software Engineer,22,185887
37,Female,Master's,Sales Associate,18,161349
55,Male,Bachelor's,Software Engineer,4,51960
58,Female,PhD,Director,12,118223
49,Male,PhD,Senior Manager,25,198461
53,Female,Bachelor's,Software Engineer,16,139347
43,Male,Bachelor's,Sales Associate,3,56782
44,Female,PhD,Data Analyst,11,113359
23,Male,Master's,Director,12,107888
42,Male,Master's,Sales Associate,20,160413
42,Female,Master's,Director,23,196676
43,Female,PhD,Data Analyst,2,42812
31,Female,Bachelor's,Senior Manager,8,89146
37,Female,Bachelor's,Director,7,77016
58,Male,Bachelor's,Software Engineer,25,203568
54,Female,Bachelor's,Director,14,133618
39,Female,Bachelor's,Data Analyst,22,179547
38,Female,Master's,Director,11,115571
52,Female,PhD,Data Analyst,18,147969
37,Male,Master's,Sales Associate,7,78976
45,Male,PhD,Director,23,183503
55,Male,Master's,Director,11,109071
29,Female,Bachelor's,Sales Associate,20,171661
50,Male,Bachelor's,Sales Associate,6,79347
60,Female,PhD,Senior Manager,17,156969
23,Female,Bachelor's,Director,10,104327
23,Male,PhD,Sales Associate,1,28993
48,Male,Master's,Data Analyst,10,103288
39,Female,PhD,Senior Manager,14,130876
29,Male,Master's,Sales Associate,4,55706
42,Female,Master's,Director,5,63987
56,Male,Bachelor's,Data Analyst,12,111476
42,Male,Master's,Senior Manager,9,95039
58,Female,Master's,Software Engineer,11,112271
44,Male,Bachelor's,Software Engineer,12,125005
29,Male,PhD,Senior Manager,4,46965
54,Female,Master's,Sales Associate,5,64501
36,Male,Master's,Senior Manager,21,184598
45,Male,Bachelor's,Data Analyst,4,65402
37,Male,Bachelor's,Sales Associate,17,156126
